,To,From,Value,Year,Type
15912,Alabama,Wisconsin,760.0,2012,Estimate
15913,Alaska,Wisconsin,206.0,2012,Estimate
15914,Arizona,Wisconsin,3765.0,2012,Estimate
15915,Arkansas,Wisconsin,695.0,2012,Estimate
15916,California,Wisconsin,5681.0,2012,Estimate
15917,Colorado,Wisconsin,3000.0,2012,Estimate
15918,Connecticut,Wisconsin,711.0,2012,Estimate
15919,Delaware,Wisconsin,0.0,2012,Estimate
15920,District of Columbia ,Wisconsin,721.0,2012,Estimate
15921,Florida,Wisconsin,6216.0,2012,Estimate
15922,Georgia,Wisconsin,3441.0,2012,Estimate
15923,Hawaii,Wisconsin,295.0,2012,Estimate
15924,Idaho,Wisconsin,225.0,2012,Estimate
15925,Illinois,Wisconsin,14414.0,2012,Estimate
15926,Indiana,Wisconsin,1727.0,2012,Estimate
15927,Iowa,Wisconsin,3607.0,2012,Estimate
15928,Kansas,Wisconsin,486.0,2012,Estimate
15929,Kentucky,Wisconsin,1395.0,2012,Estimate
15930,Louisiana,Wisconsin,682.0,2012,Estimate
15931,Maine,Wisconsin,0.0,2012,Estimate
15932,Maryland,Wisconsin,460.0,2012,Estimate
15933,Massachusetts,Wisconsin,584.0,2012,Estimate
15934,Michigan,Wisconsin,4768.0,2012,Estimate
15935,Minnesota,Wisconsin,17618.0,2012,Estimate
15936,Mississippi,Wisconsin,611.0,2012,Estimate
15937,Missouri,Wisconsin,2636.0,2012,Estimate
15938,Montana,Wisconsin,750.0,2012,Estimate
15939,Nebraska,Wisconsin,316.0,2012,Estimate
15940,Nevada,Wisconsin,1046.0,2012,Estimate
15941,New Hampshire,Wisconsin,239.0,2012,Estimate
15942,New Jersey,Wisconsin,680.0,2012,Estimate
15943,New Mexico,Wisconsin,321.0,2012,Estimate
15944,New York,Wisconsin,979.0,2012,Estimate
15945,North Carolina,Wisconsin,2266.0,2012,Estimate
15946,North Dakota,Wisconsin,543.0,2012,Estimate
15947,Ohio,Wisconsin,974.0,2012,Estimate
15948,Oklahoma,Wisconsin,1061.0,2012,Estimate
15949,Oregon,Wisconsin,426.0,2012,Estimate
15950,Pennsylvania,Wisconsin,1550.0,2012,Estimate
15951,Rhode Island,Wisconsin,135.0,2012,Estimate
15952,South Carolina,Wisconsin,832.0,2012,Estimate
15953,South Dakota,Wisconsin,314.0,2012,Estimate
15954,Tennessee,Wisconsin,1622.0,2012,Estimate
15955,Texas,Wisconsin,4192.0,2012,Estimate
15956,Utah,Wisconsin,1445.0,2012,Estimate
15957,Vermont,Wisconsin,151.0,2012,Estimate
15958,Virginia,Wisconsin,1258.0,2012,Estimate
15959,Washington,Wisconsin,1168.0,2012,Estimate
15960,West Virginia,Wisconsin,470.0,2012,Estimate
15961,Wisconsin,Wisconsin,,2012,Estimate
15962,Wyoming,Wisconsin,282.0,2012,Estimate
15963,Puerto Rico,Wisconsin,989.0,2012,Estimate
15964,Alabama,Wisconsin,605.0,2012,MOE
15965,Alaska,Wisconsin,261.0,2012,MOE
15966,Arizona,Wisconsin,1168.0,2012,MOE
15967,Arkansas,Wisconsin,467.0,2012,MOE
15968,California,Wisconsin,1716.0,2012,MOE
15969,Colorado,Wisconsin,1006.0,2012,MOE
15970,Connecticut,Wisconsin,684.0,2012,MOE
15971,Delaware,Wisconsin,182.0,2012,MOE
15972,District of Columbia ,Wisconsin,420.0,2012,MOE
15973,Florida,Wisconsin,1993.0,2012,MOE
15974,Georgia,Wisconsin,1725.0,2012,MOE
15975,Hawaii,Wisconsin,234.0,2012,MOE
15976,Idaho,Wisconsin,272.0,2012,MOE
15977,Illinois,Wisconsin,2249.0,2012,MOE
15978,Indiana,Wisconsin,769.0,2012,MOE
15979,Iowa,Wisconsin,849.0,2012,MOE
15980,Kansas,Wisconsin,530.0,2012,MOE
15981,Kentucky,Wisconsin,845.0,2012,MOE
15982,Louisiana,Wisconsin,474.0,2012,MOE
15983,Maine,Wisconsin,155.0,2012,MOE
15984,Maryland,Wisconsin,371.0,2012,MOE
15985,Massachusetts,Wisconsin,445.0,2012,MOE
15986,Michigan,Wisconsin,1111.0,2012,MOE
15987,Minnesota,Wisconsin,2358.0,2012,MOE
15988,Mississippi,Wisconsin,521.0,2012,MOE
15989,Missouri,Wisconsin,999.0,2012,MOE
15990,Montana,Wisconsin,425.0,2012,MOE
15991,Nebraska,Wisconsin,218.0,2012,MOE
15992,Nevada,Wisconsin,666.0,2012,MOE
15993,New Hampshire,Wisconsin,277.0,2012,MOE
15994,New Jersey,Wisconsin,457.0,2012,MOE
15995,New Mexico,Wisconsin,514.0,2012,MOE
15996,New York,Wisconsin,507.0,2012,MOE
15997,North Carolina,Wisconsin,980.0,2012,MOE
15998,North Dakota,Wisconsin,327.0,2012,MOE
15999,Ohio,Wisconsin,725.0,2012,MOE
16000,Oklahoma,Wisconsin,758.0,2012,MOE
16001,Oregon,Wisconsin,284.0,2012,MOE
16002,Pennsylvania,Wisconsin,722.0,2012,MOE
16003,Rhode Island,Wisconsin,124.0,2012,MOE
16004,South Carolina,Wisconsin,570.0,2012,MOE
16005,South Dakota,Wisconsin,413.0,2012,MOE
16006,Tennessee,Wisconsin,727.0,2012,MOE
16007,Texas,Wisconsin,1322.0,2012,MOE
16008,Utah,Wisconsin,1512.0,2012,MOE
16009,Vermont,Wisconsin,115.0,2012,MOE
16010,Virginia,Wisconsin,880.0,2012,MOE
16011,Washington,Wisconsin,638.0,2012,MOE
16012,West Virginia,Wisconsin,555.0,2012,MOE
16013,Wisconsin,Wisconsin,,2012,MOE
16014,Wyoming,Wisconsin,210.0,2012,MOE
16015,Puerto Rico,Wisconsin,654.0,2012,MOE
16016,Alabama,Wyoming,88.0,2012,Estimate
16017,Alaska,Wyoming,136.0,2012,Estimate
16018,Arizona,Wyoming,2786.0,2012,Estimate
16019,Arkansas,Wyoming,1498.0,2012,Estimate
16020,California,Wyoming,1886.0,2012,Estimate
16021,Colorado,Wyoming,5602.0,2012,Estimate
16022,Connecticut,Wyoming,104.0,2012,Estimate
16023,Delaware,Wyoming,0.0,2012,Estimate
16024,District of Columbia ,Wyoming,215.0,2012,Estimate
16025,Florida,Wyoming,773.0,2012,Estimate
16026,Georgia,Wyoming,106.0,2012,Estimate
16027,Hawaii,Wyoming,50.0,2012,Estimate
16028,Idaho,Wyoming,677.0,2012,Estimate
16029,Illinois,Wyoming,302.0,2012,Estimate
16030,Indiana,Wyoming,1681.0,2012,Estimate
16031,Iowa,Wyoming,392.0,2012,Estimate
16032,Kansas,Wyoming,278.0,2012,Estimate
16033,Kentucky,Wyoming,0.0,2012,Estimate
16034,Louisiana,Wyoming,146.0,2012,Estimate
16035,Maine,Wyoming,59.0,2012,Estimate
16036,Maryland,Wyoming,0.0,2012,Estimate
16037,Massachusetts,Wyoming,264.0,2012,Estimate
16038,Michigan,Wyoming,1277.0,2012,Estimate
16039,Minnesota,Wyoming,213.0,2012,Estimate
16040,Mississippi,Wyoming,307.0,2012,Estimate
16041,Missouri,Wyoming,810.0,2012,Estimate
16042,Montana,Wyoming,934.0,2012,Estimate
16043,Nebraska,Wyoming,917.0,2012,Estimate
16044,Nevada,Wyoming,766.0,2012,Estimate
16045,New Hampshire,Wyoming,71.0,2012,Estimate
16046,New Jersey,Wyoming,23.0,2012,Estimate
16047,New Mexico,Wyoming,95.0,2012,Estimate
16048,New York,Wyoming,396.0,2012,Estimate
16049,North Carolina,Wyoming,604.0,2012,Estimate
16050,North Dakota,Wyoming,365.0,2012,Estimate
16051,Ohio,Wyoming,202.0,2012,Estimate
16052,Oklahoma,Wyoming,45.0,2012,Estimate
16053,Oregon,Wyoming,765.0,2012,Estimate
16054,Pennsylvania,Wyoming,434.0,2012,Estimate
16055,Rhode Island,Wyoming,21.0,2012,Estimate
16056,South Carolina,Wyoming,0.0,2012,Estimate
16057,South Dakota,Wyoming,979.0,2012,Estimate
16058,Tennessee,Wyoming,358.0,2012,Estimate
16059,Texas,Wyoming,2472.0,2012,Estimate
16060,Utah,Wyoming,2216.0,2012,Estimate
16061,Vermont,Wyoming,96.0,2012,Estimate
16062,Virginia,Wyoming,143.0,2012,Estimate
16063,Washington,Wyoming,394.0,2012,Estimate
16064,West Virginia,Wyoming,252.0,2012,Estimate
16065,Wisconsin,Wyoming,30.0,2012,Estimate
16066,Wyoming,Wyoming,,2012,Estimate
16067,Puerto Rico,Wyoming,0.0,2012,Estimate
16068,Alabama,Wyoming,107.0,2012,MOE
16069,Alaska,Wyoming,217.0,2012,MOE
16070,Arizona,Wyoming,1401.0,2012,MOE
16071,Arkansas,Wyoming,2098.0,2012,MOE
16072,California,Wyoming,1117.0,2012,MOE
16073,Colorado,Wyoming,2808.0,2012,MOE
16074,Connecticut,Wyoming,120.0,2012,MOE
16075,Delaware,Wyoming,182.0,2012,MOE
16076,District of Columbia ,Wyoming,303.0,2012,MOE
16077,Florida,Wyoming,567.0,2012,MOE
16078,Georgia,Wyoming,154.0,2012,MOE
16079,Hawaii,Wyoming,66.0,2012,MOE
16080,Idaho,Wyoming,406.0,2012,MOE
16081,Illinois,Wyoming,309.0,2012,MOE
16082,Indiana,Wyoming,2023.0,2012,MOE
16083,Iowa,Wyoming,316.0,2012,MOE
16084,Kansas,Wyoming,239.0,2012,MOE
16085,Kentucky,Wyoming,181.0,2012,MOE
16086,Louisiana,Wyoming,216.0,2012,MOE
16087,Maine,Wyoming,81.0,2012,MOE
16088,Maryland,Wyoming,190.0,2012,MOE
16089,Massachusetts,Wyoming,404.0,2012,MOE
16090,Michigan,Wyoming,862.0,2012,MOE
16091,Minnesota,Wyoming,213.0,2012,MOE
16092,Mississippi,Wyoming,287.0,2012,MOE
16093,Missouri,Wyoming,452.0,2012,MOE
16094,Montana,Wyoming,387.0,2012,MOE
16095,Nebraska,Wyoming,371.0,2012,MOE
16096,Nevada,Wyoming,706.0,2012,MOE
16097,New Hampshire,Wyoming,120.0,2012,MOE
16098,New Jersey,Wyoming,30.0,2012,MOE
16099,New Mexico,Wyoming,100.0,2012,MOE
16100,New York,Wyoming,370.0,2012,MOE
16101,North Carolina,Wyoming,687.0,2012,MOE
16102,North Dakota,Wyoming,269.0,2012,MOE
16103,Ohio,Wyoming,210.0,2012,MOE
16104,Oklahoma,Wyoming,68.0,2012,MOE
16105,Oregon,Wyoming,664.0,2012,MOE
16106,Pennsylvania,Wyoming,439.0,2012,MOE
16107,Rhode Island,Wyoming,32.0,2012,MOE
16108,South Carolina,Wyoming,197.0,2012,MOE
16109,South Dakota,Wyoming,735.0,2012,MOE
16110,Tennessee,Wyoming,382.0,2012,MOE
16111,Texas,Wyoming,1676.0,2012,MOE
16112,Utah,Wyoming,715.0,2012,MOE
16113,Vermont,Wyoming,102.0,2012,MOE
16114,Virginia,Wyoming,166.0,2012,MOE
16115,Washington,Wyoming,495.0,2012,MOE
16116,West Virginia,Wyoming,395.0,2012,MOE
16117,Wisconsin,Wyoming,46.0,2012,MOE
16118,Wyoming,Wyoming,,2012,MOE
16119,Puerto Rico,Wyoming,214.0,2012,MOE
16120,Alabama,Abroad,14623.0,2012,Estimate
16121,Alaska,Abroad,4310.0,2012,Estimate
16122,Arizona,Abroad,37749.0,2012,Estimate
16123,Arkansas,Abroad,9335.0,2012,Estimate
16124,California,Abroad,250805.0,2012,Estimate
16125,Colorado,Abroad,34075.0,2012,Estimate
16126,Connecticut,Abroad,21709.0,2012,Estimate
16127,Delaware,Abroad,3544.0,2012,Estimate
16128,District of Columbia ,Abroad,8758.0,2012,Estimate
16129,Florida,Abroad,140601.0,2012,Estimate
16130,Georgia,Abroad,48812.0,2012,Estimate
16131,Hawaii,Abroad,19768.0,2012,Estimate
16132,Idaho,Abroad,6188.0,2012,Estimate
16133,Illinois,Abroad,63654.0,2012,Estimate
16134,Indiana,Abroad,24476.0,2012,Estimate
16135,Iowa,Abroad,10006.0,2012,Estimate
16136,Kansas,Abroad,16143.0,2012,Estimate
16137,Kentucky,Abroad,17686.0,2012,Estimate
16138,Louisiana,Abroad,13348.0,2012,Estimate
16139,Maine,Abroad,4243.0,2012,Estimate
16140,Maryland,Abroad,42649.0,2012,Estimate
16141,Massachusetts,Abroad,55341.0,2012,Estimate
16142,Michigan,Abroad,44700.0,2012,Estimate
16143,Minnesota,Abroad,24503.0,2012,Estimate
16144,Mississippi,Abroad,4872.0,2012,Estimate
16145,Missouri,Abroad,21297.0,2012,Estimate
16146,Montana,Abroad,1838.0,2012,Estimate
16147,Nebraska,Abroad,7856.0,2012,Estimate
16148,Nevada,Abroad,13780.0,2012,Estimate
16149,New Hampshire,Abroad,6132.0,2012,Estimate
16150,New Jersey,Abroad,54874.0,2012,Estimate
16151,New Mexico,Abroad,9730.0,2012,Estimate
16152,New York,Abroad,148714.0,2012,Estimate
16153,North Carolina,Abroad,47732.0,2012,Estimate
16154,North Dakota,Abroad,3325.0,2012,Estimate
16155,Ohio,Abroad,40636.0,2012,Estimate
16156,Oklahoma,Abroad,14368.0,2012,Estimate
16157,Oregon,Abroad,18788.0,2012,Estimate
16158,Pennsylvania,Abroad,47023.0,2012,Estimate
16159,Rhode Island,Abroad,6249.0,2012,Estimate
16160,South Carolina,Abroad,17135.0,2012,Estimate
16161,South Dakota,Abroad,3864.0,2012,Estimate
16162,Tennessee,Abroad,20525.0,2012,Estimate
16163,Texas,Abroad,187832.0,2012,Estimate
16164,Utah,Abroad,19332.0,2012,Estimate
16165,Vermont,Abroad,2269.0,2012,Estimate
16166,Virginia,Abroad,60649.0,2012,Estimate
16167,Washington,Abroad,45306.0,2012,Estimate
16168,West Virginia,Abroad,2880.0,2012,Estimate
16169,Wisconsin,Abroad,16790.0,2012,Estimate
16170,Wyoming,Abroad,2019.0,2012,Estimate
16171,Puerto Rico,Abroad,3723.0,2012,Estimate
16172,Alabama,Abroad,2857.0,2012,MOE
16173,Alaska,Abroad,1199.0,2012,MOE
16174,Arizona,Abroad,4037.0,2012,MOE
16175,Arkansas,Abroad,1680.0,2012,MOE
16176,California,Abroad,13066.0,2012,MOE
16177,Colorado,Abroad,4250.0,2012,MOE
16178,Connecticut,Abroad,3926.0,2012,MOE
16179,Delaware,Abroad,991.0,2012,MOE
16180,District of Columbia ,Abroad,1942.0,2012,MOE
16181,Florida,Abroad,9386.0,2012,MOE
16182,Georgia,Abroad,6838.0,2012,MOE
16183,Hawaii,Abroad,2685.0,2012,MOE
16184,Idaho,Abroad,1617.0,2012,MOE
16185,Illinois,Abroad,6337.0,2012,MOE
16186,Indiana,Abroad,3650.0,2012,MOE
16187,Iowa,Abroad,1402.0,2012,MOE
16188,Kansas,Abroad,2808.0,2012,MOE
16189,Kentucky,Abroad,3277.0,2012,MOE
16190,Louisiana,Abroad,2481.0,2012,MOE
16191,Maine,Abroad,1173.0,2012,MOE
16192,Maryland,Abroad,4886.0,2012,MOE
16193,Massachusetts,Abroad,6212.0,2012,MOE
16194,Michigan,Abroad,4217.0,2012,MOE
16195,Minnesota,Abroad,3179.0,2012,MOE
16196,Mississippi,Abroad,1263.0,2012,MOE
16197,Missouri,Abroad,2935.0,2012,MOE
16198,Montana,Abroad,493.0,2012,MOE
16199,Nebraska,Abroad,1718.0,2012,MOE
16200,Nevada,Abroad,2094.0,2012,MOE
16201,New Hampshire,Abroad,1663.0,2012,MOE
16202,New Jersey,Abroad,5533.0,2012,MOE
16203,New Mexico,Abroad,2561.0,2012,MOE
16204,New York,Abroad,9149.0,2012,MOE
16205,North Carolina,Abroad,4741.0,2012,MOE
16206,North Dakota,Abroad,1114.0,2012,MOE
16207,Ohio,Abroad,4982.0,2012,MOE
16208,Oklahoma,Abroad,2262.0,2012,MOE
16209,Oregon,Abroad,3285.0,2012,MOE
16210,Pennsylvania,Abroad,4578.0,2012,MOE
16211,Rhode Island,Abroad,1646.0,2012,MOE
16212,South Carolina,Abroad,4064.0,2012,MOE
16213,South Dakota,Abroad,1076.0,2012,MOE
16214,Tennessee,Abroad,3115.0,2012,MOE
16215,Texas,Abroad,10482.0,2012,MOE
16216,Utah,Abroad,2630.0,2012,MOE
16217,Vermont,Abroad,683.0,2012,MOE
16218,Virginia,Abroad,6138.0,2012,MOE
16219,Washington,Abroad,5353.0,2012,MOE
16220,West Virginia,Abroad,983.0,2012,MOE
16221,Wisconsin,Abroad,2572.0,2012,MOE
16222,Wyoming,Abroad,976.0,2012,MOE
16223,Puerto Rico,Abroad,1074.0,2012,MOE
16224,Alabama,Alabama,,2013,Estimate
16225,Alaska,Alabama,572.0,2013,Estimate
16226,Arizona,Alabama,2140.0,2013,Estimate
16227,Arkansas,Alabama,0.0,2013,Estimate
16228,California,Alabama,2958.0,2013,Estimate
16229,Colorado,Alabama,2926.0,2013,Estimate
16230,Connecticut,Alabama,337.0,2013,Estimate
16231,Delaware,Alabama,0.0,2013,Estimate
16232,District of Columbia ,Alabama,316.0,2013,Estimate
16233,Florida,Alabama,10281.0,2013,Estimate
16234,Georgia,Alabama,18739.0,2013,Estimate
16235,Hawaii,Alabama,593.0,2013,Estimate
16236,Idaho,Alabama,72.0,2013,Estimate
16237,Illinois,Alabama,2044.0,2013,Estimate
16238,Indiana,Alabama,1235.0,2013,Estimate
16239,Iowa,Alabama,180.0,2013,Estimate
16240,Kansas,Alabama,1074.0,2013,Estimate
16241,Kentucky,Alabama,1418.0,2013,Estimate
16242,Louisiana,Alabama,2683.0,2013,Estimate
16243,Maine,Alabama,13.0,2013,Estimate
16244,Maryland,Alabama,1918.0,2013,Estimate
16245,Massachusetts,Alabama,409.0,2013,Estimate
16246,Michigan,Alabama,2517.0,2013,Estimate
16247,Minnesota,Alabama,493.0,2013,Estimate
16248,Mississippi,Alabama,7077.0,2013,Estimate
16249,Missouri,Alabama,1004.0,2013,Estimate
16250,Montana,Alabama,21.0,2013,Estimate
16251,Nebraska,Alabama,294.0,2013,Estimate
16252,Nevada,Alabama,491.0,2013,Estimate
16253,New Hampshire,Alabama,123.0,2013,Estimate
16254,New Jersey,Alabama,853.0,2013,Estimate
16255,New Mexico,Alabama,63.0,2013,Estimate
16256,New York,Alabama,1648.0,2013,Estimate
16257,North Carolina,Alabama,3268.0,2013,Estimate
16258,North Dakota,Alabama,0.0,2013,Estimate
16259,Ohio,Alabama,1318.0,2013,Estimate
16260,Oklahoma,Alabama,1024.0,2013,Estimate
16261,Oregon,Alabama,704.0,2013,Estimate
16262,Pennsylvania,Alabama,720.0,2013,Estimate
16263,Rhode Island,Alabama,279.0,2013,Estimate
16264,South Carolina,Alabama,1715.0,2013,Estimate
16265,South Dakota,Alabama,84.0,2013,Estimate
16266,Tennessee,Alabama,8500.0,2013,Estimate
16267,Texas,Alabama,8404.0,2013,Estimate
16268,Utah,Alabama,574.0,2013,Estimate
16269,Vermont,Alabama,27.0,2013,Estimate
16270,Virginia,Alabama,4894.0,2013,Estimate
16271,Washington,Alabama,686.0,2013,Estimate
16272,West Virginia,Alabama,196.0,2013,Estimate
16273,Wisconsin,Alabama,294.0,2013,Estimate
16274,Wyoming,Alabama,40.0,2013,Estimate
16275,Puerto Rico,Alabama,293.0,2013,Estimate
16276,Alabama,Alabama,,2013,MOE
16277,Alaska,Alabama,589.0,2013,MOE
16278,Arizona,Alabama,1423.0,2013,MOE
16279,Arkansas,Alabama,192.0,2013,MOE
16280,California,Alabama,1545.0,2013,MOE
16281,Colorado,Alabama,1122.0,2013,MOE
16282,Connecticut,Alabama,353.0,2013,MOE
16283,Delaware,Alabama,192.0,2013,MOE
16284,District of Columbia ,Alabama,217.0,2013,MOE
16285,Florida,Alabama,2527.0,2013,MOE
16286,Georgia,Alabama,4366.0,2013,MOE
16287,Hawaii,Alabama,471.0,2013,MOE
16288,Idaho,Alabama,78.0,2013,MOE
16289,Illinois,Alabama,876.0,2013,MOE
16290,Indiana,Alabama,700.0,2013,MOE
16291,Iowa,Alabama,431.0,2013,MOE
16292,Kansas,Alabama,733.0,2013,MOE
16293,Kentucky,Alabama,717.0,2013,MOE
16294,Louisiana,Alabama,1094.0,2013,MOE
16295,Maine,Alabama,22.0,2013,MOE
16296,Maryland,Alabama,1157.0,2013,MOE
16297,Massachusetts,Alabama,318.0,2013,MOE
16298,Michigan,Alabama,1136.0,2013,MOE
16299,Minnesota,Alabama,442.0,2013,MOE
16300,Mississippi,Alabama,1846.0,2013,MOE
16301,Missouri,Alabama,761.0,2013,MOE
16302,Montana,Alabama,36.0,2013,MOE
16303,Nebraska,Alabama,295.0,2013,MOE
16304,Nevada,Alabama,510.0,2013,MOE
16305,New Hampshire,Alabama,198.0,2013,MOE
16306,New Jersey,Alabama,551.0,2013,MOE
16307,New Mexico,Alabama,87.0,2013,MOE
16308,New York,Alabama,769.0,2013,MOE
16309,North Carolina,Alabama,1477.0,2013,MOE
16310,North Dakota,Alabama,192.0,2013,MOE
16311,Ohio,Alabama,685.0,2013,MOE
16312,Oklahoma,Alabama,805.0,2013,MOE
16313,Oregon,Alabama,1069.0,2013,MOE
16314,Pennsylvania,Alabama,471.0,2013,MOE
16315,Rhode Island,Alabama,210.0,2013,MOE
16316,South Carolina,Alabama,910.0,2013,MOE
16317,South Dakota,Alabama,139.0,2013,MOE
16318,Tennessee,Alabama,2095.0,2013,MOE
16319,Texas,Alabama,2036.0,2013,MOE
16320,Utah,Alabama,642.0,2013,MOE
16321,Vermont,Alabama,44.0,2013,MOE
16322,Virginia,Alabama,2063.0,2013,MOE
16323,Washington,Alabama,422.0,2013,MOE
16324,West Virginia,Alabama,158.0,2013,MOE
16325,Wisconsin,Alabama,252.0,2013,MOE
16326,Wyoming,Alabama,79.0,2013,MOE
16327,Puerto Rico,Alabama,473.0,2013,MOE
16328,Alabama,Alaska,1026.0,2013,Estimate
16329,Alaska,Alaska,,2013,Estimate
16330,Arizona,Alaska,4418.0,2013,Estimate
16331,Arkansas,Alaska,1193.0,2013,Estimate
16332,California,Alaska,8457.0,2013,Estimate
16333,Colorado,Alaska,1606.0,2013,Estimate
16334,Connecticut,Alaska,1688.0,2013,Estimate
16335,Delaware,Alaska,272.0,2013,Estimate
16336,District of Columbia ,Alaska,579.0,2013,Estimate
16337,Florida,Alaska,10876.0,2013,Estimate
16338,Georgia,Alaska,3143.0,2013,Estimate
16339,Hawaii,Alaska,1615.0,2013,Estimate
16340,Idaho,Alaska,2887.0,2013,Estimate
16341,Illinois,Alaska,2624.0,2013,Estimate
16342,Indiana,Alaska,649.0,2013,Estimate
16343,Iowa,Alaska,1539.0,2013,Estimate
16344,Kansas,Alaska,958.0,2013,Estimate
16345,Kentucky,Alaska,1388.0,2013,Estimate
16346,Louisiana,Alaska,1369.0,2013,Estimate
16347,Maine,Alaska,912.0,2013,Estimate
16348,Maryland,Alaska,1589.0,2013,Estimate
16349,Massachusetts,Alaska,1634.0,2013,Estimate
16350,Michigan,Alaska,4783.0,2013,Estimate
16351,Minnesota,Alaska,1564.0,2013,Estimate
16352,Mississippi,Alaska,401.0,2013,Estimate
16353,Missouri,Alaska,438.0,2013,Estimate
16354,Montana,Alaska,2017.0,2013,Estimate
16355,Nebraska,Alaska,440.0,2013,Estimate
16356,Nevada,Alaska,1466.0,2013,Estimate
16357,New Hampshire,Alaska,598.0,2013,Estimate
16358,New Jersey,Alaska,990.0,2013,Estimate
16359,New Mexico,Alaska,420.0,2013,Estimate
16360,New York,Alaska,6790.0,2013,Estimate
16361,North Carolina,Alaska,4199.0,2013,Estimate
16362,North Dakota,Alaska,159.0,2013,Estimate
16363,Ohio,Alaska,663.0,2013,Estimate
16364,Oklahoma,Alaska,1550.0,2013,Estimate
16365,Oregon,Alaska,3439.0,2013,Estimate
16366,Pennsylvania,Alaska,667.0,2013,Estimate
16367,Rhode Island,Alaska,102.0,2013,Estimate
16368,South Carolina,Alaska,1128.0,2013,Estimate
16369,South Dakota,Alaska,141.0,2013,Estimate
16370,Tennessee,Alaska,2079.0,2013,Estimate
16371,Texas,Alaska,7252.0,2013,Estimate
16372,Utah,Alaska,1341.0,2013,Estimate
16373,Vermont,Alaska,0.0,2013,Estimate
16374,Virginia,Alaska,2226.0,2013,Estimate
16375,Washington,Alaska,3422.0,2013,Estimate
16376,West Virginia,Alaska,707.0,2013,Estimate
16377,Wisconsin,Alaska,516.0,2013,Estimate
16378,Wyoming,Alaska,11.0,2013,Estimate
16379,Puerto Rico,Alaska,0.0,2013,Estimate
16380,Alabama,Alaska,819.0,2013,MOE
16381,Alaska,Alaska,,2013,MOE
16382,Arizona,Alaska,1665.0,2013,MOE
16383,Arkansas,Alaska,869.0,2013,MOE
16384,California,Alaska,2353.0,2013,MOE
16385,Colorado,Alaska,759.0,2013,MOE
16386,Connecticut,Alaska,1368.0,2013,MOE
16387,Delaware,Alaska,406.0,2013,MOE
16388,District of Columbia ,Alaska,658.0,2013,MOE
16389,Florida,Alaska,3781.0,2013,MOE
16390,Georgia,Alaska,1209.0,2013,MOE
16391,Hawaii,Alaska,1368.0,2013,MOE
16392,Idaho,Alaska,1826.0,2013,MOE
16393,Illinois,Alaska,1856.0,2013,MOE
16394,Indiana,Alaska,513.0,2013,MOE
16395,Iowa,Alaska,1276.0,2013,MOE
16396,Kansas,Alaska,876.0,2013,MOE
16397,Kentucky,Alaska,915.0,2013,MOE
16398,Louisiana,Alaska,796.0,2013,MOE
16399,Maine,Alaska,574.0,2013,MOE
16400,Maryland,Alaska,1143.0,2013,MOE
16401,Massachusetts,Alaska,1023.0,2013,MOE
16402,Michigan,Alaska,2017.0,2013,MOE
16403,Minnesota,Alaska,769.0,2013,MOE
16404,Mississippi,Alaska,388.0,2013,MOE
16405,Missouri,Alaska,415.0,2013,MOE
16406,Montana,Alaska,1335.0,2013,MOE
16407,Nebraska,Alaska,321.0,2013,MOE
16408,Nevada,Alaska,816.0,2013,MOE
16409,New Hampshire,Alaska,552.0,2013,MOE
16410,New Jersey,Alaska,852.0,2013,MOE
16411,New Mexico,Alaska,387.0,2013,MOE
16412,New York,Alaska,2773.0,2013,MOE
16413,North Carolina,Alaska,2237.0,2013,MOE
16414,North Dakota,Alaska,164.0,2013,MOE
16415,Ohio,Alaska,538.0,2013,MOE
16416,Oklahoma,Alaska,605.0,2013,MOE
16417,Oregon,Alaska,1206.0,2013,MOE
16418,Pennsylvania,Alaska,397.0,2013,MOE
16419,Rhode Island,Alaska,169.0,2013,MOE
16420,South Carolina,Alaska,1042.0,2013,MOE
16421,South Dakota,Alaska,146.0,2013,MOE
16422,Tennessee,Alaska,1357.0,2013,MOE
16423,Texas,Alaska,2436.0,2013,MOE
16424,Utah,Alaska,881.0,2013,MOE
