,To,From,Value,Year,Type
58260,Maryland,South Carolina,2290.0,2020,Estimate
58261,Massachusetts,South Carolina,1455.0,2020,Estimate
58262,Michigan,South Carolina,2117.0,2020,Estimate
58263,Minnesota,South Carolina,1145.0,2020,Estimate
58264,Mississippi,South Carolina,1302.0,2020,Estimate
58265,Missouri,South Carolina,1645.0,2020,Estimate
58266,Montana,South Carolina,875.0,2020,Estimate
58267,Nebraska,South Carolina,161.0,2020,Estimate
58268,Nevada,South Carolina,884.0,2020,Estimate
58269,New Hampshire,South Carolina,119.0,2020,Estimate
58270,New Jersey,South Carolina,2491.0,2020,Estimate
58271,New Mexico,South Carolina,264.0,2020,Estimate
58272,New York,South Carolina,4591.0,2020,Estimate
58273,North Carolina,South Carolina,23541.0,2020,Estimate
58274,North Dakota,South Carolina,244.0,2020,Estimate
58275,Ohio,South Carolina,1894.0,2020,Estimate
58276,Oklahoma,South Carolina,1009.0,2020,Estimate
58277,Oregon,South Carolina,591.0,2020,Estimate
58278,Pennsylvania,South Carolina,2347.0,2020,Estimate
58279,Rhode Island,South Carolina,572.0,2020,Estimate
58280,South Carolina,South Carolina,,2020,Estimate
58281,South Dakota,South Carolina,54.0,2020,Estimate
58282,Tennessee,South Carolina,3621.0,2020,Estimate
58283,Texas,South Carolina,8097.0,2020,Estimate
58284,Utah,South Carolina,725.0,2020,Estimate
58285,Vermont,South Carolina,209.0,2020,Estimate
58286,Virginia,South Carolina,9212.0,2020,Estimate
58287,Washington,South Carolina,2444.0,2020,Estimate
58288,West Virginia,South Carolina,893.0,2020,Estimate
58289,Wisconsin,South Carolina,737.0,2020,Estimate
58290,Wyoming,South Carolina,24.0,2020,Estimate
58291,Puerto Rico,South Carolina,227.0,2020,Estimate
58292,Alabama,South Carolina,446.0,2020,MOE
58293,Alaska,South Carolina,199.0,2020,MOE
58294,Arizona,South Carolina,1515.0,2020,MOE
58295,Arkansas,South Carolina,459.0,2020,MOE
58296,California,South Carolina,1473.0,2020,MOE
58297,Colorado,South Carolina,1453.0,2020,MOE
58298,Connecticut,South Carolina,1199.0,2020,MOE
58299,Delaware,South Carolina,680.0,2020,MOE
58300,District of Columbia ,South Carolina,272.0,2020,MOE
58301,Florida,South Carolina,2590.0,2020,MOE
58302,Georgia,South Carolina,3648.0,2020,MOE
58303,Hawaii,South Carolina,420.0,2020,MOE
58304,Idaho,South Carolina,385.0,2020,MOE
58305,Illinois,South Carolina,799.0,2020,MOE
58306,Indiana,South Carolina,1055.0,2020,MOE
58307,Iowa,South Carolina,514.0,2020,MOE
58308,Kansas,South Carolina,543.0,2020,MOE
58309,Kentucky,South Carolina,520.0,2020,MOE
58310,Louisiana,South Carolina,369.0,2020,MOE
58311,Maine,South Carolina,305.0,2020,MOE
58312,Maryland,South Carolina,1048.0,2020,MOE
58313,Massachusetts,South Carolina,631.0,2020,MOE
58314,Michigan,South Carolina,789.0,2020,MOE
58315,Minnesota,South Carolina,1106.0,2020,MOE
58316,Mississippi,South Carolina,1016.0,2020,MOE
58317,Missouri,South Carolina,1152.0,2020,MOE
58318,Montana,South Carolina,1074.0,2020,MOE
58319,Nebraska,South Carolina,128.0,2020,MOE
58320,Nevada,South Carolina,892.0,2020,MOE
58321,New Hampshire,South Carolina,206.0,2020,MOE
58322,New Jersey,South Carolina,1236.0,2020,MOE
58323,New Mexico,South Carolina,328.0,2020,MOE
58324,New York,South Carolina,2561.0,2020,MOE
58325,North Carolina,South Carolina,3545.0,2020,MOE
58326,North Dakota,South Carolina,192.0,2020,MOE
58327,Ohio,South Carolina,768.0,2020,MOE
58328,Oklahoma,South Carolina,820.0,2020,MOE
58329,Oregon,South Carolina,542.0,2020,MOE
58330,Pennsylvania,South Carolina,836.0,2020,MOE
58331,Rhode Island,South Carolina,591.0,2020,MOE
58332,South Carolina,South Carolina,,2020,MOE
58333,South Dakota,South Carolina,108.0,2020,MOE
58334,Tennessee,South Carolina,1645.0,2020,MOE
58335,Texas,South Carolina,3441.0,2020,MOE
58336,Utah,South Carolina,461.0,2020,MOE
58337,Vermont,South Carolina,209.0,2020,MOE
58338,Virginia,South Carolina,3194.0,2020,MOE
58339,Washington,South Carolina,1408.0,2020,MOE
58340,West Virginia,South Carolina,661.0,2020,MOE
58341,Wisconsin,South Carolina,464.0,2020,MOE
58342,Wyoming,South Carolina,46.0,2020,MOE
58343,Puerto Rico,South Carolina,353.0,2020,MOE
58344,Alabama,South Dakota,0.0,2020,Estimate
58345,Alaska,South Dakota,221.0,2020,Estimate
58346,Arizona,South Dakota,1638.0,2020,Estimate
58347,Arkansas,South Dakota,134.0,2020,Estimate
58348,California,South Dakota,2092.0,2020,Estimate
58349,Colorado,South Dakota,1509.0,2020,Estimate
58350,Connecticut,South Dakota,216.0,2020,Estimate
58351,Delaware,South Dakota,0.0,2020,Estimate
58352,District of Columbia ,South Dakota,0.0,2020,Estimate
58353,Florida,South Dakota,1282.0,2020,Estimate
58354,Georgia,South Dakota,0.0,2020,Estimate
58355,Hawaii,South Dakota,8.0,2020,Estimate
58356,Idaho,South Dakota,417.0,2020,Estimate
58357,Illinois,South Dakota,560.0,2020,Estimate
58358,Indiana,South Dakota,54.0,2020,Estimate
58359,Iowa,South Dakota,1909.0,2020,Estimate
58360,Kansas,South Dakota,339.0,2020,Estimate
58361,Kentucky,South Dakota,366.0,2020,Estimate
58362,Louisiana,South Dakota,64.0,2020,Estimate
58363,Maine,South Dakota,294.0,2020,Estimate
58364,Maryland,South Dakota,203.0,2020,Estimate
58365,Massachusetts,South Dakota,0.0,2020,Estimate
58366,Michigan,South Dakota,43.0,2020,Estimate
58367,Minnesota,South Dakota,2649.0,2020,Estimate
58368,Mississippi,South Dakota,0.0,2020,Estimate
58369,Missouri,South Dakota,402.0,2020,Estimate
58370,Montana,South Dakota,308.0,2020,Estimate
58371,Nebraska,South Dakota,2140.0,2020,Estimate
58372,Nevada,South Dakota,343.0,2020,Estimate
58373,New Hampshire,South Dakota,0.0,2020,Estimate
58374,New Jersey,South Dakota,290.0,2020,Estimate
58375,New Mexico,South Dakota,0.0,2020,Estimate
58376,New York,South Dakota,292.0,2020,Estimate
58377,North Carolina,South Dakota,299.0,2020,Estimate
58378,North Dakota,South Dakota,1423.0,2020,Estimate
58379,Ohio,South Dakota,603.0,2020,Estimate
58380,Oklahoma,South Dakota,0.0,2020,Estimate
58381,Oregon,South Dakota,178.0,2020,Estimate
58382,Pennsylvania,South Dakota,122.0,2020,Estimate
58383,Rhode Island,South Dakota,0.0,2020,Estimate
58384,South Carolina,South Dakota,76.0,2020,Estimate
58385,South Dakota,South Dakota,,2020,Estimate
58386,Tennessee,South Dakota,1397.0,2020,Estimate
58387,Texas,South Dakota,1526.0,2020,Estimate
58388,Utah,South Dakota,271.0,2020,Estimate
58389,Vermont,South Dakota,22.0,2020,Estimate
58390,Virginia,South Dakota,211.0,2020,Estimate
58391,Washington,South Dakota,417.0,2020,Estimate
58392,West Virginia,South Dakota,94.0,2020,Estimate
58393,Wisconsin,South Dakota,374.0,2020,Estimate
58394,Wyoming,South Dakota,1124.0,2020,Estimate
58395,Puerto Rico,South Dakota,0.0,2020,Estimate
58396,Alabama,South Dakota,216.0,2020,MOE
58397,Alaska,South Dakota,369.0,2020,MOE
58398,Arizona,South Dakota,794.0,2020,MOE
58399,Arkansas,South Dakota,223.0,2020,MOE
58400,California,South Dakota,1415.0,2020,MOE
58401,Colorado,South Dakota,897.0,2020,MOE
58402,Connecticut,South Dakota,307.0,2020,MOE
58403,Delaware,South Dakota,210.0,2020,MOE
58404,District of Columbia ,South Dakota,236.0,2020,MOE
58405,Florida,South Dakota,1000.0,2020,MOE
58406,Georgia,South Dakota,247.0,2020,MOE
58407,Hawaii,South Dakota,19.0,2020,MOE
58408,Idaho,South Dakota,422.0,2020,MOE
58409,Illinois,South Dakota,441.0,2020,MOE
58410,Indiana,South Dakota,78.0,2020,MOE
58411,Iowa,South Dakota,879.0,2020,MOE
58412,Kansas,South Dakota,332.0,2020,MOE
58413,Kentucky,South Dakota,596.0,2020,MOE
58414,Louisiana,South Dakota,103.0,2020,MOE
58415,Maine,South Dakota,324.0,2020,MOE
58416,Maryland,South Dakota,168.0,2020,MOE
58417,Massachusetts,South Dakota,218.0,2020,MOE
58418,Michigan,South Dakota,70.0,2020,MOE
58419,Minnesota,South Dakota,699.0,2020,MOE
58420,Mississippi,South Dakota,233.0,2020,MOE
58421,Missouri,South Dakota,285.0,2020,MOE
58422,Montana,South Dakota,272.0,2020,MOE
58423,Nebraska,South Dakota,689.0,2020,MOE
58424,Nevada,South Dakota,359.0,2020,MOE
58425,New Hampshire,South Dakota,198.0,2020,MOE
58426,New Jersey,South Dakota,357.0,2020,MOE
58427,New Mexico,South Dakota,224.0,2020,MOE
58428,New York,South Dakota,243.0,2020,MOE
58429,North Carolina,South Dakota,236.0,2020,MOE
58430,North Dakota,South Dakota,879.0,2020,MOE
58431,Ohio,South Dakota,749.0,2020,MOE
58432,Oklahoma,South Dakota,172.0,2020,MOE
58433,Oregon,South Dakota,307.0,2020,MOE
58434,Pennsylvania,South Dakota,138.0,2020,MOE
58435,Rhode Island,South Dakota,232.0,2020,MOE
58436,South Carolina,South Dakota,145.0,2020,MOE
58437,South Dakota,South Dakota,,2020,MOE
58438,Tennessee,South Dakota,1764.0,2020,MOE
58439,Texas,South Dakota,1095.0,2020,MOE
58440,Utah,South Dakota,370.0,2020,MOE
58441,Vermont,South Dakota,44.0,2020,MOE
58442,Virginia,South Dakota,305.0,2020,MOE
58443,Washington,South Dakota,397.0,2020,MOE
58444,West Virginia,South Dakota,154.0,2020,MOE
58445,Wisconsin,South Dakota,318.0,2020,MOE
58446,Wyoming,South Dakota,1057.0,2020,MOE
58447,Puerto Rico,South Dakota,254.0,2020,MOE
58448,Alabama,Tennessee,7418.0,2020,Estimate
58449,Alaska,Tennessee,449.0,2020,Estimate
58450,Arizona,Tennessee,2145.0,2020,Estimate
58451,Arkansas,Tennessee,4115.0,2020,Estimate
58452,California,Tennessee,3405.0,2020,Estimate
58453,Colorado,Tennessee,3235.0,2020,Estimate
58454,Connecticut,Tennessee,556.0,2020,Estimate
58455,Delaware,Tennessee,98.0,2020,Estimate
58456,District of Columbia ,Tennessee,663.0,2020,Estimate
58457,Florida,Tennessee,18772.0,2020,Estimate
58458,Georgia,Tennessee,14689.0,2020,Estimate
58459,Hawaii,Tennessee,415.0,2020,Estimate
58460,Idaho,Tennessee,1206.0,2020,Estimate
58461,Illinois,Tennessee,2849.0,2020,Estimate
58462,Indiana,Tennessee,2684.0,2020,Estimate
58463,Iowa,Tennessee,939.0,2020,Estimate
58464,Kansas,Tennessee,3275.0,2020,Estimate
58465,Kentucky,Tennessee,10552.0,2020,Estimate
58466,Louisiana,Tennessee,2053.0,2020,Estimate
58467,Maine,Tennessee,467.0,2020,Estimate
58468,Maryland,Tennessee,1088.0,2020,Estimate
58469,Massachusetts,Tennessee,2758.0,2020,Estimate
58470,Michigan,Tennessee,2859.0,2020,Estimate
58471,Minnesota,Tennessee,814.0,2020,Estimate
58472,Mississippi,Tennessee,7328.0,2020,Estimate
58473,Missouri,Tennessee,2107.0,2020,Estimate
58474,Montana,Tennessee,27.0,2020,Estimate
58475,Nebraska,Tennessee,462.0,2020,Estimate
58476,Nevada,Tennessee,719.0,2020,Estimate
58477,New Hampshire,Tennessee,831.0,2020,Estimate
58478,New Jersey,Tennessee,1083.0,2020,Estimate
58479,New Mexico,Tennessee,518.0,2020,Estimate
58480,New York,Tennessee,3946.0,2020,Estimate
58481,North Carolina,Tennessee,7365.0,2020,Estimate
58482,North Dakota,Tennessee,5.0,2020,Estimate
58483,Ohio,Tennessee,5221.0,2020,Estimate
58484,Oklahoma,Tennessee,1498.0,2020,Estimate
58485,Oregon,Tennessee,781.0,2020,Estimate
58486,Pennsylvania,Tennessee,2354.0,2020,Estimate
58487,Rhode Island,Tennessee,49.0,2020,Estimate
58488,South Carolina,Tennessee,5937.0,2020,Estimate
58489,South Dakota,Tennessee,138.0,2020,Estimate
58490,Tennessee,Tennessee,,2020,Estimate
58491,Texas,Tennessee,10446.0,2020,Estimate
58492,Utah,Tennessee,2646.0,2020,Estimate
58493,Vermont,Tennessee,336.0,2020,Estimate
58494,Virginia,Tennessee,6574.0,2020,Estimate
58495,Washington,Tennessee,1820.0,2020,Estimate
58496,West Virginia,Tennessee,214.0,2020,Estimate
58497,Wisconsin,Tennessee,962.0,2020,Estimate
58498,Wyoming,Tennessee,15.0,2020,Estimate
58499,Puerto Rico,Tennessee,928.0,2020,Estimate
58500,Alabama,Tennessee,1787.0,2020,MOE
58501,Alaska,Tennessee,382.0,2020,MOE
58502,Arizona,Tennessee,742.0,2020,MOE
58503,Arkansas,Tennessee,1839.0,2020,MOE
58504,California,Tennessee,1482.0,2020,MOE
58505,Colorado,Tennessee,1290.0,2020,MOE
58506,Connecticut,Tennessee,314.0,2020,MOE
58507,Delaware,Tennessee,135.0,2020,MOE
58508,District of Columbia ,Tennessee,363.0,2020,MOE
58509,Florida,Tennessee,4728.0,2020,MOE
58510,Georgia,Tennessee,3471.0,2020,MOE
58511,Hawaii,Tennessee,311.0,2020,MOE
58512,Idaho,Tennessee,916.0,2020,MOE
58513,Illinois,Tennessee,1177.0,2020,MOE
58514,Indiana,Tennessee,1315.0,2020,MOE
58515,Iowa,Tennessee,886.0,2020,MOE
58516,Kansas,Tennessee,2039.0,2020,MOE
58517,Kentucky,Tennessee,2079.0,2020,MOE
58518,Louisiana,Tennessee,1475.0,2020,MOE
58519,Maine,Tennessee,242.0,2020,MOE
58520,Maryland,Tennessee,696.0,2020,MOE
58521,Massachusetts,Tennessee,1313.0,2020,MOE
58522,Michigan,Tennessee,1555.0,2020,MOE
58523,Minnesota,Tennessee,612.0,2020,MOE
58524,Mississippi,Tennessee,1892.0,2020,MOE
58525,Missouri,Tennessee,1123.0,2020,MOE
58526,Montana,Tennessee,39.0,2020,MOE
58527,Nebraska,Tennessee,289.0,2020,MOE
58528,Nevada,Tennessee,533.0,2020,MOE
58529,New Hampshire,Tennessee,711.0,2020,MOE
58530,New Jersey,Tennessee,939.0,2020,MOE
58531,New Mexico,Tennessee,440.0,2020,MOE
58532,New York,Tennessee,2356.0,2020,MOE
58533,North Carolina,Tennessee,1713.0,2020,MOE
58534,North Dakota,Tennessee,10.0,2020,MOE
58535,Ohio,Tennessee,2026.0,2020,MOE
58536,Oklahoma,Tennessee,687.0,2020,MOE
58537,Oregon,Tennessee,597.0,2020,MOE
58538,Pennsylvania,Tennessee,817.0,2020,MOE
58539,Rhode Island,Tennessee,67.0,2020,MOE
58540,South Carolina,Tennessee,2404.0,2020,MOE
58541,South Dakota,Tennessee,153.0,2020,MOE
58542,Tennessee,Tennessee,,2020,MOE
58543,Texas,Tennessee,3621.0,2020,MOE
58544,Utah,Tennessee,1606.0,2020,MOE
58545,Vermont,Tennessee,429.0,2020,MOE
58546,Virginia,Tennessee,1860.0,2020,MOE
58547,Washington,Tennessee,956.0,2020,MOE
58548,West Virginia,Tennessee,180.0,2020,MOE
58549,Wisconsin,Tennessee,408.0,2020,MOE
58550,Wyoming,Tennessee,31.0,2020,MOE
58551,Puerto Rico,Tennessee,1388.0,2020,MOE
58552,Alabama,Texas,10616.0,2020,Estimate
58553,Alaska,Texas,3563.0,2020,Estimate
58554,Arizona,Texas,13312.0,2020,Estimate
58555,Arkansas,Texas,16374.0,2020,Estimate
58556,California,Texas,33577.0,2020,Estimate
58557,Colorado,Texas,29754.0,2020,Estimate
58558,Connecticut,Texas,2073.0,2020,Estimate
58559,Delaware,Texas,1300.0,2020,Estimate
58560,District of Columbia ,Texas,1498.0,2020,Estimate
58561,Florida,Texas,28243.0,2020,Estimate
58562,Georgia,Texas,21413.0,2020,Estimate
58563,Hawaii,Texas,6849.0,2020,Estimate
58564,Idaho,Texas,3089.0,2020,Estimate
58565,Illinois,Texas,15480.0,2020,Estimate
58566,Indiana,Texas,6591.0,2020,Estimate
58567,Iowa,Texas,3903.0,2020,Estimate
58568,Kansas,Texas,6016.0,2020,Estimate
58569,Kentucky,Texas,6892.0,2020,Estimate
58570,Louisiana,Texas,21290.0,2020,Estimate
58571,Maine,Texas,876.0,2020,Estimate
58572,Maryland,Texas,6974.0,2020,Estimate
58573,Massachusetts,Texas,5618.0,2020,Estimate
58574,Michigan,Texas,6589.0,2020,Estimate
58575,Minnesota,Texas,4889.0,2020,Estimate
58576,Mississippi,Texas,7027.0,2020,Estimate
58577,Missouri,Texas,12919.0,2020,Estimate
58578,Montana,Texas,2671.0,2020,Estimate
58579,Nebraska,Texas,2619.0,2020,Estimate
58580,Nevada,Texas,4317.0,2020,Estimate
58581,New Hampshire,Texas,1647.0,2020,Estimate
58582,New Jersey,Texas,2402.0,2020,Estimate
58583,New Mexico,Texas,10712.0,2020,Estimate
58584,New York,Texas,16818.0,2020,Estimate
58585,North Carolina,Texas,14240.0,2020,Estimate
58586,North Dakota,Texas,2127.0,2020,Estimate
58587,Ohio,Texas,7248.0,2020,Estimate
58588,Oklahoma,Texas,27223.0,2020,Estimate
58589,Oregon,Texas,6469.0,2020,Estimate
58590,Pennsylvania,Texas,9271.0,2020,Estimate
58591,Rhode Island,Texas,762.0,2020,Estimate
58592,South Carolina,Texas,5464.0,2020,Estimate
58593,South Dakota,Texas,2229.0,2020,Estimate
58594,Tennessee,Texas,15300.0,2020,Estimate
58595,Texas,Texas,,2020,Estimate
58596,Utah,Texas,6078.0,2020,Estimate
58597,Vermont,Texas,576.0,2020,Estimate
58598,Virginia,Texas,13305.0,2020,Estimate
58599,Washington,Texas,10737.0,2020,Estimate
58600,West Virginia,Texas,920.0,2020,Estimate
58601,Wisconsin,Texas,6893.0,2020,Estimate
58602,Wyoming,Texas,610.0,2020,Estimate
58603,Puerto Rico,Texas,1310.0,2020,Estimate
58604,Alabama,Texas,3786.0,2020,MOE
58605,Alaska,Texas,1381.0,2020,MOE
58606,Arizona,Texas,3645.0,2020,MOE
58607,Arkansas,Texas,3042.0,2020,MOE
58608,California,Texas,5005.0,2020,MOE
58609,Colorado,Texas,4431.0,2020,MOE
58610,Connecticut,Texas,1201.0,2020,MOE
58611,Delaware,Texas,1322.0,2020,MOE
58612,District of Columbia ,Texas,1002.0,2020,MOE
58613,Florida,Texas,5020.0,2020,MOE
58614,Georgia,Texas,5836.0,2020,MOE
58615,Hawaii,Texas,2319.0,2020,MOE
58616,Idaho,Texas,1925.0,2020,MOE
58617,Illinois,Texas,2821.0,2020,MOE
58618,Indiana,Texas,2545.0,2020,MOE
58619,Iowa,Texas,1267.0,2020,MOE
58620,Kansas,Texas,1637.0,2020,MOE
58621,Kentucky,Texas,2027.0,2020,MOE
58622,Louisiana,Texas,4219.0,2020,MOE
58623,Maine,Texas,589.0,2020,MOE
58624,Maryland,Texas,2259.0,2020,MOE
58625,Massachusetts,Texas,1528.0,2020,MOE
58626,Michigan,Texas,1778.0,2020,MOE
58627,Minnesota,Texas,1463.0,2020,MOE
58628,Mississippi,Texas,2438.0,2020,MOE
58629,Missouri,Texas,3164.0,2020,MOE
58630,Montana,Texas,1087.0,2020,MOE
58631,Nebraska,Texas,1375.0,2020,MOE
58632,Nevada,Texas,1279.0,2020,MOE
58633,New Hampshire,Texas,1002.0,2020,MOE
58634,New Jersey,Texas,1095.0,2020,MOE
58635,New Mexico,Texas,2671.0,2020,MOE
58636,New York,Texas,3059.0,2020,MOE
58637,North Carolina,Texas,2975.0,2020,MOE
58638,North Dakota,Texas,870.0,2020,MOE
58639,Ohio,Texas,2049.0,2020,MOE
58640,Oklahoma,Texas,4028.0,2020,MOE
58641,Oregon,Texas,2109.0,2020,MOE
58642,Pennsylvania,Texas,2546.0,2020,MOE
58643,Rhode Island,Texas,368.0,2020,MOE
58644,South Carolina,Texas,1401.0,2020,MOE
58645,South Dakota,Texas,1259.0,2020,MOE
58646,Tennessee,Texas,3768.0,2020,MOE
58647,Texas,Texas,,2020,MOE
58648,Utah,Texas,1869.0,2020,MOE
58649,Vermont,Texas,414.0,2020,MOE
58650,Virginia,Texas,3066.0,2020,MOE
58651,Washington,Texas,2563.0,2020,MOE
58652,West Virginia,Texas,1078.0,2020,MOE
58653,Wisconsin,Texas,1723.0,2020,MOE
58654,Wyoming,Texas,413.0,2020,MOE
58655,Puerto Rico,Texas,978.0,2020,MOE
58656,Alabama,Utah,436.0,2020,Estimate
58657,Alaska,Utah,210.0,2020,Estimate
58658,Arizona,Utah,8495.0,2020,Estimate
58659,Arkansas,Utah,21.0,2020,Estimate
58660,California,Utah,6111.0,2020,Estimate
58661,Colorado,Utah,5767.0,2020,Estimate
58662,Connecticut,Utah,451.0,2020,Estimate
58663,Delaware,Utah,0.0,2020,Estimate
58664,District of Columbia ,Utah,24.0,2020,Estimate
58665,Florida,Utah,7284.0,2020,Estimate
58666,Georgia,Utah,656.0,2020,Estimate
58667,Hawaii,Utah,118.0,2020,Estimate
58668,Idaho,Utah,4470.0,2020,Estimate
58669,Illinois,Utah,1032.0,2020,Estimate
58670,Indiana,Utah,335.0,2020,Estimate
58671,Iowa,Utah,794.0,2020,Estimate
58672,Kansas,Utah,713.0,2020,Estimate
58673,Kentucky,Utah,460.0,2020,Estimate
58674,Louisiana,Utah,305.0,2020,Estimate
58675,Maine,Utah,0.0,2020,Estimate
58676,Maryland,Utah,829.0,2020,Estimate
58677,Massachusetts,Utah,772.0,2020,Estimate
58678,Michigan,Utah,1483.0,2020,Estimate
58679,Minnesota,Utah,471.0,2020,Estimate
58680,Mississippi,Utah,518.0,2020,Estimate
58681,Missouri,Utah,1651.0,2020,Estimate
58682,Montana,Utah,728.0,2020,Estimate
58683,Nebraska,Utah,1047.0,2020,Estimate
58684,Nevada,Utah,3461.0,2020,Estimate
58685,New Hampshire,Utah,0.0,2020,Estimate
58686,New Jersey,Utah,154.0,2020,Estimate
58687,New Mexico,Utah,198.0,2020,Estimate
58688,New York,Utah,1633.0,2020,Estimate
58689,North Carolina,Utah,1821.0,2020,Estimate
58690,North Dakota,Utah,141.0,2020,Estimate
58691,Ohio,Utah,1435.0,2020,Estimate
58692,Oklahoma,Utah,1043.0,2020,Estimate
58693,Oregon,Utah,3590.0,2020,Estimate
58694,Pennsylvania,Utah,2876.0,2020,Estimate
58695,Rhode Island,Utah,0.0,2020,Estimate
58696,South Carolina,Utah,652.0,2020,Estimate
58697,South Dakota,Utah,166.0,2020,Estimate
58698,Tennessee,Utah,934.0,2020,Estimate
58699,Texas,Utah,6136.0,2020,Estimate
58700,Utah,Utah,,2020,Estimate
58701,Vermont,Utah,229.0,2020,Estimate
58702,Virginia,Utah,1261.0,2020,Estimate
58703,Washington,Utah,4061.0,2020,Estimate
58704,West Virginia,Utah,647.0,2020,Estimate
58705,Wisconsin,Utah,618.0,2020,Estimate
58706,Wyoming,Utah,2739.0,2020,Estimate
58707,Puerto Rico,Utah,0.0,2020,Estimate
58708,Alabama,Utah,437.0,2020,MOE
58709,Alaska,Utah,257.0,2020,MOE
58710,Arizona,Utah,2951.0,2020,MOE
58711,Arkansas,Utah,36.0,2020,MOE
58712,California,Utah,1645.0,2020,MOE
58713,Colorado,Utah,1703.0,2020,MOE
58714,Connecticut,Utah,454.0,2020,MOE
58715,Delaware,Utah,210.0,2020,MOE
58716,District of Columbia ,Utah,37.0,2020,MOE
58717,Florida,Utah,2918.0,2020,MOE
58718,Georgia,Utah,465.0,2020,MOE
58719,Hawaii,Utah,171.0,2020,MOE
58720,Idaho,Utah,1296.0,2020,MOE
58721,Illinois,Utah,1085.0,2020,MOE
58722,Indiana,Utah,348.0,2020,MOE
58723,Iowa,Utah,627.0,2020,MOE
58724,Kansas,Utah,924.0,2020,MOE
58725,Kentucky,Utah,352.0,2020,MOE
58726,Louisiana,Utah,231.0,2020,MOE
58727,Maine,Utah,182.0,2020,MOE
58728,Maryland,Utah,789.0,2020,MOE
58729,Massachusetts,Utah,530.0,2020,MOE
58730,Michigan,Utah,838.0,2020,MOE
58731,Minnesota,Utah,320.0,2020,MOE
58732,Mississippi,Utah,607.0,2020,MOE
58733,Missouri,Utah,1076.0,2020,MOE
58734,Montana,Utah,528.0,2020,MOE
58735,Nebraska,Utah,830.0,2020,MOE
58736,Nevada,Utah,2175.0,2020,MOE
58737,New Hampshire,Utah,198.0,2020,MOE
58738,New Jersey,Utah,218.0,2020,MOE
58739,New Mexico,Utah,215.0,2020,MOE
58740,New York,Utah,705.0,2020,MOE
58741,North Carolina,Utah,1103.0,2020,MOE
58742,North Dakota,Utah,133.0,2020,MOE
58743,Ohio,Utah,697.0,2020,MOE
58744,Oklahoma,Utah,592.0,2020,MOE
58745,Oregon,Utah,2188.0,2020,MOE
58746,Pennsylvania,Utah,1896.0,2020,MOE
58747,Rhode Island,Utah,232.0,2020,MOE
58748,South Carolina,Utah,737.0,2020,MOE
58749,South Dakota,Utah,164.0,2020,MOE
58750,Tennessee,Utah,506.0,2020,MOE
58751,Texas,Utah,2107.0,2020,MOE
58752,Utah,Utah,,2020,MOE
58753,Vermont,Utah,259.0,2020,MOE
58754,Virginia,Utah,927.0,2020,MOE
58755,Washington,Utah,2313.0,2020,MOE
58756,West Virginia,Utah,1021.0,2020,MOE
58757,Wisconsin,Utah,464.0,2020,MOE
58758,Wyoming,Utah,1550.0,2020,MOE
58759,Puerto Rico,Utah,254.0,2020,MOE
58760,Alabama,Vermont,21.0,2020,Estimate
58761,Alaska,Vermont,0.0,2020,Estimate
58762,Arizona,Vermont,0.0,2020,Estimate
58763,Arkansas,Vermont,0.0,2020,Estimate
58764,California,Vermont,778.0,2020,Estimate
58765,Colorado,Vermont,0.0,2020,Estimate
58766,Connecticut,Vermont,393.0,2020,Estimate
58767,Delaware,Vermont,0.0,2020,Estimate
58768,District of Columbia ,Vermont,0.0,2020,Estimate
58769,Florida,Vermont,1499.0,2020,Estimate
58770,Georgia,Vermont,192.0,2020,Estimate
58771,Hawaii,Vermont,0.0,2020,Estimate
58772,Idaho,Vermont,0.0,2020,Estimate
58773,Illinois,Vermont,51.0,2020,Estimate
58774,Indiana,Vermont,319.0,2020,Estimate
58775,Iowa,Vermont,0.0,2020,Estimate
58776,Kansas,Vermont,0.0,2020,Estimate
58777,Kentucky,Vermont,289.0,2020,Estimate
58778,Louisiana,Vermont,243.0,2020,Estimate
58779,Maine,Vermont,739.0,2020,Estimate
58780,Maryland,Vermont,49.0,2020,Estimate
58781,Massachusetts,Vermont,2901.0,2020,Estimate
58782,Michigan,Vermont,152.0,2020,Estimate
58783,Minnesota,Vermont,56.0,2020,Estimate
58784,Mississippi,Vermont,32.0,2020,Estimate
58785,Missouri,Vermont,111.0,2020,Estimate
58786,Montana,Vermont,90.0,2020,Estimate
58787,Nebraska,Vermont,0.0,2020,Estimate
58788,Nevada,Vermont,0.0,2020,Estimate
58789,New Hampshire,Vermont,1322.0,2020,Estimate
58790,New Jersey,Vermont,88.0,2020,Estimate
58791,New Mexico,Vermont,0.0,2020,Estimate
58792,New York,Vermont,1366.0,2020,Estimate
58793,North Carolina,Vermont,2117.0,2020,Estimate
58794,North Dakota,Vermont,0.0,2020,Estimate
58795,Ohio,Vermont,32.0,2020,Estimate
58796,Oklahoma,Vermont,38.0,2020,Estimate
58797,Oregon,Vermont,108.0,2020,Estimate
58798,Pennsylvania,Vermont,1112.0,2020,Estimate
58799,Rhode Island,Vermont,665.0,2020,Estimate
58800,South Carolina,Vermont,221.0,2020,Estimate
58801,South Dakota,Vermont,0.0,2020,Estimate
58802,Tennessee,Vermont,207.0,2020,Estimate
58803,Texas,Vermont,178.0,2020,Estimate
58804,Utah,Vermont,683.0,2020,Estimate
58805,Vermont,Vermont,,2020,Estimate
58806,Virginia,Vermont,483.0,2020,Estimate
